ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,DetectedIssue
936,99,15,2023-09-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
937,96,9,2023-06-08,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
938,29,12,2024-07-08,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
939,42,6,2024-08-09,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
940,15,12,2025-09-12,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
941,13,9,2023-05-21,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
942,69,2,2023-02-19,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
943,70,19,2023-04-15,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
944,72,2,2024-08-11,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
945,46,5,2025-12-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
946,96,7,2023-08-28,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
947,86,18,2025-11-02,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
948,29,10,2025-01-22,5,Shipping  was  fast    and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
949,55,15,2025-08-25,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
950,96,9,2024-02-09,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
951,80,15,2024-07-11,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
952,46,15,2025-01-14,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
953,29,3,2025-11-22,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
954,26,8,2025-03-13,5,Shipping    was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
955,53,12,2023-03-15,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
956,33,2,2024-10-26,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
957,37,15,2024-02-26,4,"I  love  this  product,  will  buy    again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
958,45,1,2023-08-17,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
959,85,9,2025-01-01,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
960,81,2,2024-03-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
961,74,20,2024-07-10,5,"I  love  this    product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
962,95,18,2024-10-16,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
963,36,6,2023-11-17,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
964,60,18,2024-06-11,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
965,25,7,2024-12-15,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
966,21,6,2025-09-30,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
967,94,12,2024-04-22,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
968,46,14,2024-08-07,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
969,48,4,2023-04-09,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
970,43,2,2024-05-26,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
971,5,5,2024-12-17,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
972,18,19,2024-08-01,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
973,4,4,2024-01-23,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
974,13,6,2024-03-01,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
975,84,15,2023-06-12,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
976,80,7,2023-03-30,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
977,44,10,2023-06-28,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
978,46,13,2025-07-18,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
979,14,4,2024-03-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
980,92,14,2023-07-14,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
981,48,10,2023-05-13,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
982,63,7,2023-11-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
983,31,19,2024-05-28,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
984,88,11,2023-08-23,3,"The  product  is  okay,  but  the    instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
985,78,11,2025-10-23,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
986,20,7,2025-11-30,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
987,37,16,2024-09-15,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
988,14,14,2025-04-06,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
989,93,19,2023-06-11,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
990,7,4,2023-05-05,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
991,97,18,2025-03-10,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
992,77,2,2023-08-16,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
993,27,12,2025-01-10,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
994,62,5,2025-11-27,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
995,17,8,2025-07-29,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
996,85,10,2025-01-05,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
997,82,1,2023-10-03,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
998,34,11,2025-05-18,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
999,37,8,2023-05-28,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1000,86,12,2025-11-17,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1001,72,13,2023-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1002,25,15,2025-05-15,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1003,14,16,2025-03-31,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1004,53,10,2024-01-14,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1005,82,17,2024-10-23,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1006,87,2,2023-06-14,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1007,49,9,2024-02-15,5,Amazing  value    for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1008,60,13,2025-09-05,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1009,31,3,2025-11-21,2,"The  product  is  okay,  but  the  instructions  were    unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
1010,3,3,2025-05-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1011,80,19,2023-10-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1012,26,3,2025-02-25,2,Not    worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1013,32,8,2025-07-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1014,81,20,2023-04-16,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1015,25,2,2023-03-05,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1016,30,16,2025-08-27,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1017,84,13,2025-05-26,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1018,44,20,2024-07-29,2,Not  worth    the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1019,25,12,2023-07-12,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1020,100,5,2025-09-02,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1021,49,20,2024-03-16,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1022,71,5,2025-01-23,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1023,77,18,2023-10-19,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1024,85,19,2025-11-05,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49,Delivery Issue
1025,31,16,2025-02-17,3,"Good  quality,  but  could    be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1026,90,12,2023-11-10,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1027,22,14,2025-07-20,3,Not    worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1028,66,3,2023-04-17,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1029,66,6,2025-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1030,46,16,2024-10-02,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1031,28,1,2024-05-22,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1032,46,17,2025-06-03,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1033,74,11,2023-02-16,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1034,34,19,2024-02-04,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1035,77,9,2023-11-25,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1036,24,7,2025-08-16,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1037,66,16,2024-05-20,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1038,22,13,2024-05-28,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1039,15,1,2024-11-25,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49,Delivery Issue
1040,100,19,2024-03-02,5,The  build  quality  is    impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1041,19,18,2024-04-14,4,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1042,68,1,2023-10-06,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1043,29,12,2025-01-06,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1044,79,1,2024-03-22,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1045,33,19,2024-12-14,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1046,45,8,2025-05-17,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1047,6,5,2025-10-09,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1048,25,17,2025-11-18,3,Customer  support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
1049,50,2,2023-05-26,5,Five  stars  for    the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1050,83,8,2024-06-14,5,"Excellent  product,  highly    recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1051,63,5,2024-03-16,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1052,55,5,2023-08-14,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1053,6,16,2024-02-29,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1054,82,17,2024-03-27,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1055,17,7,2024-10-18,3,"Average  experience,    nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1056,68,17,2023-09-14,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1057,49,17,2024-09-13,3,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Neutral,0.0 to 0.49,Delivery Issue
1058,32,16,2024-11-16,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
1059,67,2,2023-12-23,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1060,15,10,2023-05-05,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1061,64,7,2023-12-17,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1062,93,13,2023-11-21,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1063,5,6,2025-09-21,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1064,32,16,2024-09-02,3,"The    product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1065,33,9,2023-03-21,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1066,81,6,2025-08-29,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1067,50,7,2024-05-09,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1068,61,15,2025-08-16,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
1069,84,9,2025-03-05,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1070,23,20,2025-08-16,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1071,23,7,2024-09-16,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1072,51,2,2023-02-15,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1073,30,10,2023-09-22,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1074,21,13,2023-04-07,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1075,52,9,2025-07-25,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1076,22,9,2024-10-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1077,95,14,2025-04-18,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1078,8,2,2023-12-15,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1079,73,16,2025-06-19,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1080,86,16,2025-05-27,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1081,91,5,2023-07-31,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1082,87,13,2025-02-09,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1083,40,6,2024-04-02,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1084,99,12,2023-10-29,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1085,46,6,2025-07-02,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1086,47,11,2024-04-07,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1087,35,10,2023-07-27,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1088,55,13,2025-05-05,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1089,54,12,2024-04-12,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1090,3,14,2023-01-09,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1091,72,2,2024-01-28,2,The  product    arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1092,82,5,2023-02-16,4,Five  stars    for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1093,25,8,2025-10-24,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1094,48,11,2023-07-04,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1095,31,15,2024-09-23,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1096,82,13,2023-11-17,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1097,47,12,2023-10-15,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1098,62,15,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1099,90,12,2024-03-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1100,88,14,2025-08-13,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1101,58,13,2025-01-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1102,35,12,2024-02-01,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1103,39,5,2023-05-12,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1104,39,6,2023-08-06,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1105,20,16,2023-03-19,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1106,37,5,2025-01-29,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1107,51,14,2024-03-27,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1108,50,3,2023-05-03,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
1109,22,18,2023-06-09,5,"Excellent  product,    highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1110,38,8,2024-04-26,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1111,91,16,2024-01-25,3,"Good  quality,    but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1112,40,1,2023-06-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1113,28,3,2024-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1114,56,15,2025-06-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1115,82,4,2023-10-12,3,"Good  quality,  but  could  be    cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1116,52,5,2025-05-22,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1117,74,11,2023-09-12,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1118,50,16,2023-05-15,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1119,99,4,2024-01-19,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1120,4,17,2024-09-30,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1121,23,20,2023-06-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1122,78,19,2023-12-03,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1123,68,20,2024-06-02,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1124,6,9,2025-10-22,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1125,100,12,2025-07-20,2,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
1126,10,19,2025-03-19,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1127,82,15,2024-01-06,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1128,77,6,2023-02-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1129,80,10,2024-11-06,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1130,88,13,2025-12-30,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1131,97,2,2025-06-02,5,The  build    quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1132,68,9,2023-12-22,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1133,46,19,2023-09-12,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1134,29,8,2024-06-16,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1135,77,12,2024-10-26,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1136,62,8,2025-03-02,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1137,73,5,2025-01-19,3,Five  stars  for  the  quick  delivery.,0.0,Neutral,0.0 to 0.49,Delivery Issue
1138,81,4,2024-12-23,3,The  quality  is  top-notch.,0.0,Neutral,0.0 to 0.49,No Issue Detected
1139,18,5,2024-02-28,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1140,28,12,2023-03-07,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1141,24,17,2023-04-01,5,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1142,4,2,2024-04-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1143,75,18,2025-08-09,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1144,24,8,2024-01-29,5,The  build  quality    is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1145,61,8,2024-02-25,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1146,88,15,2024-02-10,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1147,79,5,2025-05-09,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1148,94,2,2024-10-11,4,"Good  quality,  but    could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1149,67,13,2023-12-24,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1150,90,3,2024-02-19,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1151,46,15,2025-01-19,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1152,23,14,2025-11-05,3,Customer    support  was  very  helpful.,0.6997,Mixed Positive,0.5 to 1.0,Customer Service
1153,53,10,2023-06-17,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1154,9,19,2023-07-09,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1155,1,12,2025-01-09,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1156,79,18,2024-06-16,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1157,13,12,2025-07-16,1,The  product  stopped  working  after  a  month.,-0.2263,Negative,-0.49 to 0.0,No Issue Detected
1158,99,20,2024-07-29,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1159,59,9,2025-01-29,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1160,97,7,2025-12-26,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1161,10,19,2023-01-01,5,Shipping  was  fast  and  the    item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1162,55,10,2024-06-08,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1163,15,11,2023-10-04,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1164,69,3,2023-01-04,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
